STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,SECT_PERF,Sector of performance,SECT_FUND,Sources of funds,TYPE_COST,Type of expenditure,TYPE_RD,Type of R&D,FORD,Field of R&D,SEO,Socio-economic objectives,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,AUX_OBS_STATUS,Aux observation status,AUX_OBS_STATUS_2,Aux observation status 2,AUX_OBS_STATUS_3,Aux observation status 3,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,BASE_PER,Base Period,CURRENCY,Currency,DECIMALS,Decimals
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS12_13,General advancement of knowledge,USD_PPP,"US dollars, PPP converted",V,Current prices,2019,,18.55528449,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS12_13,General advancement of knowledge,USD_PPP,"US dollars, PPP converted",V,Current prices,2018,,17.1691585,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS12_13,General advancement of knowledge,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,16.02144967,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS12_13,General advancement of knowledge,USD_PPP,"US dollars, PPP converted",V,Current prices,2016,,15.23732076,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS12_13,General advancement of knowledge,USD_PPP,"US dollars, PPP converted",V,Current prices,2015,,12.94555243,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS05,Energy,USD_PPP,"US dollars, PPP converted",V,Current prices,2018,,0.111367515,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS05,Energy,USD_PPP,"US dollars, PPP converted",V,Current prices,2015,,1.079199185,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS06,Industrial production and technology,USD_PPP,"US dollars, PPP converted",V,Current prices,2023,,1.222596928,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS06,Industrial production and technology,USD_PPP,"US dollars, PPP converted",V,Current prices,2022,,1.188952012,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS06,Industrial production and technology,USD_PPP,"US dollars, PPP converted",V,Current prices,2015,,0.018606883,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS04,"Transport, telecommunication and other infrastructures",USD_PPP,"US dollars, PPP converted",V,Current prices,2023,,0.33403217,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS04,"Transport, telecommunication and other infrastructures",USD_PPP,"US dollars, PPP converted",V,Current prices,2020,,9.374956164,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS04,"Transport, telecommunication and other infrastructures",USD_PPP,"US dollars, PPP converted",V,Current prices,2019,,6.468814776,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS04,"Transport, telecommunication and other infrastructures",USD_PPP,"US dollars, PPP converted",V,Current prices,2018,,0.055683757,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS04,"Transport, telecommunication and other infrastructures",USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,0.037389614,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS04,"Transport, telecommunication and other infrastructures",USD_PPP,"US dollars, PPP converted",V,Current prices,2015,,0.260496355,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS01,Exploration and exploitation of the Earth,USD_PPP,"US dollars, PPP converted",V,Current prices,2023,,2.829952658,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS01,Exploration and exploitation of the Earth,USD_PPP,"US dollars, PPP converted",V,Current prices,2022,,2.982995672,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS01,Exploration and exploitation of the Earth,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,1.420805339,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS02,Environment,USD_PPP,"US dollars, PPP converted",V,Current prices,2023,,1.351993239,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS02,Environment,USD_PPP,"US dollars, PPP converted",V,Current prices,2022,,1.240260953,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS02,Environment,USD_PPP,"US dollars, PPP converted",V,Current prices,2021,,0.317492884,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS02,Environment,USD_PPP,"US dollars, PPP converted",V,Current prices,2020,,0.465836331,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS02,Environment,USD_PPP,"US dollars, PPP converted",V,Current prices,2019,,4.066652564,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS02,Environment,USD_PPP,"US dollars, PPP converted",V,Current prices,2018,,1.744757729,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS02,Environment,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,1.327331303,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS02,Environment,USD_PPP,"US dollars, PPP converted",V,Current prices,2016,,1.149192935,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS02,Environment,USD_PPP,"US dollars, PPP converted",V,Current prices,2015,,2.214219018,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS07,Health,USD_PPP,"US dollars, PPP converted",V,Current prices,2023,,40.27766018,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS07,Health,USD_PPP,"US dollars, PPP converted",V,Current prices,2022,,46.60090332,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS07,Health,USD_PPP,"US dollars, PPP converted",V,Current prices,2021,,42.51523355,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS07,Health,USD_PPP,"US dollars, PPP converted",V,Current prices,2020,,39.53785861,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS07,Health,USD_PPP,"US dollars, PPP converted",V,Current prices,2019,,39.58838985,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS07,Health,USD_PPP,"US dollars, PPP converted",V,Current prices,2018,,39.81388647,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS07,Health,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,28.2291587,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS07,Health,USD_PPP,"US dollars, PPP converted",V,Current prices,2016,,24.51156918,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS07,Health,USD_PPP,"US dollars, PPP converted",V,Current prices,2015,,25.64028409,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS08,Agriculture,USD_PPP,"US dollars, PPP converted",V,Current prices,2023,,14.18029027,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS08,Agriculture,USD_PPP,"US dollars, PPP converted",V,Current prices,2022,,10.06893735,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS08,Agriculture,USD_PPP,"US dollars, PPP converted",V,Current prices,2021,,9.445114208,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS08,Agriculture,USD_PPP,"US dollars, PPP converted",V,Current prices,2020,,7.725119158,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS08,Agriculture,USD_PPP,"US dollars, PPP converted",V,Current prices,2019,,7.925243834,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS08,Agriculture,USD_PPP,"US dollars, PPP converted",V,Current prices,2018,,6.236580818,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS08,Agriculture,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,4.524143315,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS08,Agriculture,USD_PPP,"US dollars, PPP converted",V,Current prices,2016,,3.85678697,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NABS08,Agriculture,USD_PPP,"US dollars, PPP converted",V,Current prices,2015,,3.218990673,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,USD_PPP,"US dollars, PPP converted",V,Current prices,2023,,100.5196806,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,USD_PPP,"US dollars, PPP converted",V,Current prices,2022,,115.2558049,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,USD_PPP,"US dollars, PPP converted",V,Current prices,2021,,96.14977853,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,USD_PPP,"US dollars, PPP converted",V,Current prices,2020,,91.73093754,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,USD_PPP,"US dollars, PPP converted",V,Current prices,2019,,87.7829514,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,USD_PPP,"US dollars, PPP converted",V,Current prices,2018,,77.58603517,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,USD_PPP,"US dollars, PPP converted",V,Current prices,2017,,66.92740937,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,USD_PPP,"US dollars, PPP converted",V,Current prices,2016,,58.53950161,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GERD@DF_GERD_SEO(1.0),Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,I,EST,Estonia,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),GOV,Government sector,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,USD_PPP,"US dollars, PPP converted",V,Current prices,2015,,60.86311266,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
